Saliency Map Path,Label
image_figures_0.png,"""hook"","
image_figures_1.png,"""cannon"","
image_figures_2.png,"""sombrero"","
image_figures_3.png,"""garbage truck"","
image_figures_4.png,"""wine bottle"","
image_figures_5.png,"""notebook computer"","
image_figures_6.png,"""totem pole"","
image_figures_7.png,"""totem pole"","
image_figures_8.png,"""bulbul"","
image_figures_9.png,"""umbrella"","
image_figures_10.png,"""totem pole"","
image_figures_11.png,"""sombrero"","
image_figures_12.png,"""container ship"","
image_figures_13.png,"""totem pole"","
image_figures_14.png,"""totem pole"","
image_figures_15.png,"""totem pole"","
image_figures_16.png,"""lampshade"","
image_figures_17.png,"""wine bottle"","
image_figures_18.png,"""lawn mower"","
image_figures_19.png,"""lawn mower"","
image_figures_20.png,"""monastery"","
image_figures_21.png,"""lawn mower"","
image_figures_22.png,"""European garden spider"","
image_figures_23.png,"""lawn mower"","
image_figures_24.png,"""coral fungus"","
image_figures_25.png,"""pickup truck"","
image_figures_26.png,"""totem pole"","
image_figures_27.png,"""bulbul"","
image_figures_28.png,"""water jug"","
image_figures_29.png,"""automated teller machine"","
image_figures_30.png,"""totem pole"","
image_figures_31.png,"""totem pole"","
image_figures_32.png,"""laptop computer"","
image_figures_33.png,"""black swan"","
image_figures_34.png,"""notebook computer"","
image_figures_35.png,"""bulbul"","
image_figures_36.png,"""great grey owl"","
image_figures_37.png,"""crane (machine)"","
image_figures_38.png,"""totem pole"","
image_figures_39.png,"""laptop computer"","
image_figures_40.png,"""umbrella"","
image_figures_41.png,"""totem pole"","
image_figures_42.png,"""totem pole"","
image_figures_43.png,"""sweatshirt"","
image_figures_44.png,"""wine bottle"","
image_figures_45.png,"""monastery"","
image_figures_46.png,"""sombrero"","
image_figures_47.png,"""tub"","
image_figures_48.png,"""poncho"","
image_figures_49.png,"""wine bottle"","
image_figures_50.png,"""totem pole"","
image_figures_51.png,"""European garden spider"","
image_figures_52.png,"""sombrero"","
image_figures_53.png,"""taxicab"","
image_figures_54.png,"""umbrella"","
image_figures_55.png,"""totem pole"","
image_figures_56.png,"""waffle iron"","
image_figures_57.png,"""coral fungus"","
image_figures_58.png,"""tailed frog"","
image_figures_59.png,"""totem pole"","
image_figures_60.png,"""library"","
image_figures_61.png,"""sleeping bag"","
image_figures_62.png,"""totem pole"","
image_figures_63.png,"""totem pole"","
image_figures_64.png,"""tub"","
image_figures_65.png,"""cannon"","
image_figures_66.png,"""great grey owl"","
image_figures_67.png,"""disc brake"","
image_figures_68.png,"""cannon"","
image_figures_69.png,"""moving van"","
image_figures_70.png,"""container ship"","
image_figures_71.png,"""monastery"","
image_figures_72.png,"""coral fungus"","
image_figures_73.png,"""totem pole"","
image_figures_74.png,"""dog sled"","
image_figures_75.png,"""pickup truck"","
image_figures_76.png,"""movie theater"","
image_figures_77.png,"""cauldron"","
image_figures_78.png,"""totem pole"","
image_figures_79.png,"""totem pole"","
image_figures_80.png,"""totem pole"","
image_figures_81.png,"""monastery"","
image_figures_82.png,"""totem pole"","
image_figures_83.png,"""wall clock"","
image_figures_84.png,"""sea anemone"","
image_figures_85.png,"""great grey owl"","
image_figures_86.png,"""alp"","
image_figures_87.png,"""laptop computer"","
image_figures_88.png,"""notebook computer"","
image_figures_89.png,"""lawn mower"","
image_figures_90.png,"""totem pole"","
image_figures_91.png,"""bulbul"","
image_figures_92.png,"""monastery"","
