Saliency Map Path,Label
image_figures_0.png,"""tractor"","
image_figures_1.png,"""mobile home"","
image_figures_2.png,"""hay"","
image_figures_3.png,"""sawmill"","
image_figures_4.png,"""hartebeest"","
image_figures_5.png,"""bison"","
image_figures_6.png,"""solar thermal collector"","
image_figures_7.png,"""geyser"","
image_figures_8.png,"""mountain bike"","
image_figures_9.png,"""barn"","
image_figures_10.png,"""garbage truck"","
image_figures_11.png,"""boathouse"","
image_figures_12.png,"""lakeshore"","
image_figures_13.png,"""split-rail fence"","
image_figures_14.png,"""sawmill"","
image_figures_15.png,"""valley"","
image_figures_16.png,"""lakeshore"","
image_figures_17.png,"""geyser"","
image_figures_18.png,"""alp"","
image_figures_19.png,"""sawmill"","
image_figures_20.png,"""passenger car"","
image_figures_21.png,"""lakeshore"","
image_figures_22.png,"""cliff"","
image_figures_23.png,"""flagpole"","
image_figures_24.png,"""split-rail fence"","
image_figures_25.png,"""shoal"","
image_figures_26.png,"""mountain bike"","
image_figures_27.png,"""mountain bike"","
image_figures_28.png,"""jeep"","
image_figures_29.png,"""suspension bridge"","
image_figures_30.png,"""shoal"","
image_figures_31.png,"""alp"","
image_figures_32.png,"""pole"","
image_figures_33.png,"""suspension bridge"","
image_figures_34.png,"""mountain bike"","
image_figures_35.png,"""horizontal bar"","
image_figures_36.png,"""parallel bars"","
image_figures_37.png,"""swing"","
image_figures_38.png,"""valley"","
image_figures_39.png,"""lakeshore"","
image_figures_40.png,"""cliff"","
image_figures_41.png,"""valley"","
image_figures_42.png,"""lakeshore"","
image_figures_43.png,"""pole"","
image_figures_44.png,"""cliff"","
image_figures_45.png,"""bell-cot"","
image_figures_46.png,"""yurt"","
image_figures_47.png,"""swing"","
image_figures_48.png,"""sawmill"","
image_figures_49.png,"""cliff"","
image_figures_50.png,"""mountain bike"","
image_figures_51.png,"""cliff"","
image_figures_52.png,"""passenger car"","
image_figures_53.png,"""cliff"","
image_figures_54.png,"""lakeshore"","
image_figures_55.png,"""shoal"","
image_figures_56.png,"""mountain bike"","
image_figures_57.png,"""dam"","
image_figures_58.png,"""pole"","
image_figures_59.png,"""mountain bike"","
image_figures_60.png,"""maze"","
image_figures_61.png,"""crane (machine)"","
image_figures_62.png,"""mountain bike"","
image_figures_63.png,"""shoal"","
image_figures_64.png,"""alp"","
image_figures_65.png,"""pole"","
image_figures_66.png,"""dock"","
image_figures_67.png,"""maze"","
image_figures_68.png,"""pole"","
image_figures_69.png,"""jeep"","
image_figures_70.png,"""pole"","
image_figures_71.png,"""alp"","
image_figures_72.png,"""cliff"","
image_figures_73.png,"""mobile home"","
image_figures_74.png,"""swing"","
image_figures_75.png,"""stone wall"","
image_figures_76.png,"""tent"","
image_figures_77.png,"""garbage truck"","
image_figures_78.png,"""valley"","
image_figures_79.png,"""lakeshore"","
image_figures_80.png,"""valley"","
image_figures_81.png,"""pole"","
image_figures_82.png,"""dam"","
image_figures_83.png,"""cliff"","
image_figures_84.png,"""wheelbarrow"","
image_figures_85.png,"""pole"","
image_figures_86.png,"""electric locomotive"","
image_figures_87.png,"""cliff"","
image_figures_88.png,"""geyser"","
image_figures_89.png,"""water tower"","
image_figures_90.png,"""valley"","
image_figures_91.png,"""alp"","
image_figures_92.png,"""chain-link fence"","
image_figures_93.png,"""split-rail fence"","
image_figures_94.png,"""punching bag"","
image_figures_95.png,"""alp"","
image_figures_96.png,"""alp"","
image_figures_97.png,"""garbage truck"","
image_figures_98.png,"""cliff"","
image_figures_99.png,"""shoal"","
image_figures_100.png,"""sawmill"","
image_figures_101.png,"""solar thermal collector"","
image_figures_102.png,"""torch"","
image_figures_103.png,"""pulled rickshaw"","
image_figures_104.png,"""military uniform"","
image_figures_105.png,"""ski"","
image_figures_106.png,"""coho salmon"","
image_figures_107.png,"""acoustic guitar"","
image_figures_108.png,"""handkerchief"","
image_figures_109.png,"""turnstile"","
image_figures_110.png,"""lakeshore"","
image_figures_111.png,"""restaurant"","
image_figures_112.png,"""cliff"","
image_figures_113.png,"""restaurant"","
image_figures_114.png,"""sawmill"","
image_figures_115.png,"""restaurant"","
image_figures_116.png,"""valley"","
image_figures_117.png,"""maze"","
image_figures_118.png,"""minivan"","
image_figures_119.png,"""accordion"","
image_figures_120.png,"""unicycle"","
image_figures_121.png,"""sawmill"","
image_figures_122.png,"""maze"","
image_figures_123.png,"""cliff dwelling"","
image_figures_124.png,"""bobsleigh"","
image_figures_125.png,"""maze"","
image_figures_126.png,"""mountain bike"","
image_figures_127.png,"""volcano"","
image_figures_128.png,"""sawmill"","
image_figures_129.png,"""cliff"","
image_figures_130.png,"""toilet paper""]"
image_figures_131.png,"""pickup truck"","
image_figures_132.png,"""minivan"","
image_figures_133.png,"""swing"","
image_figures_134.png,"""crutch"","
image_figures_135.png,"""waste container"","
image_figures_136.png,"""Irish Wolfhound"","
image_figures_137.png,"""alp"","
image_figures_138.png,"""sliding door"","
image_figures_139.png,"""alp"","
image_figures_140.png,"""Christmas stocking"","
image_figures_141.png,"""envelope"","
image_figures_142.png,"""pole"","
image_figures_143.png,"""carousel"","
image_figures_144.png,"""comic book"","
image_figures_145.png,"""desk"","
image_figures_146.png,"""stretcher"","
image_figures_147.png,"""tile roof"","
image_figures_148.png,"""forklift"","
image_figures_149.png,"""jeep"","
image_figures_150.png,"""chainsaw"","
image_figures_151.png,"""maze"","
image_figures_152.png,"""trolleybus"","
image_figures_153.png,"""moped"","
image_figures_154.png,"""moving van"","
image_figures_155.png,"""geyser"","
image_figures_156.png,"""maze"","
image_figures_157.png,"""cello"","
image_figures_158.png,"""catamaran"","
image_figures_159.png,"""microwave oven"","
image_figures_160.png,"""restaurant"","
image_figures_161.png,"""sawmill"","
image_figures_162.png,"""solar thermal collector"","
image_figures_163.png,"""shoe store"","
image_figures_164.png,"""library"","
image_figures_165.png,"""pole"","
image_figures_166.png,"""minivan"","
image_figures_167.png,"""garbage truck"","
image_figures_168.png,"""library"","
image_figures_169.png,"""fire engine"","
image_figures_170.png,"""shoal"","
image_figures_171.png,"""cliff dwelling"","
image_figures_172.png,"""grocery store"","
image_figures_173.png,"""library"","
image_figures_174.png,"""barbershop"","
image_figures_175.png,"""lakeshore"","
image_figures_176.png,"""stretcher"","
image_figures_177.png,"""traffic sign"","
image_figures_178.png,"""traffic sign"","
image_figures_179.png,"""folding chair"","
image_figures_180.png,"""pole"","
image_figures_181.png,"""library"","
image_figures_182.png,"""mobile home"","
image_figures_183.png,"""library"","
image_figures_184.png,"""stretcher"","
image_figures_185.png,"""steam locomotive"","
image_figures_186.png,"""split-rail fence"","
image_figures_187.png,"""restaurant"","
image_figures_188.png,"""Gordon Setter"","
image_figures_189.png,"""movie theater"","
image_figures_190.png,"""valley"","
image_figures_191.png,"""solar thermal collector"","
image_figures_192.png,"""restaurant"","
image_figures_193.png,"""library"","
image_figures_194.png,"""projector"","
image_figures_195.png,"""ski"","
image_figures_196.png,"""car wheel"","
image_figures_197.png,"""guillotine"","
image_figures_198.png,"""toy store"","
image_figures_199.png,"""African bush elephant"","
image_figures_200.png,"""sawmill"","
image_figures_201.png,"""turnstile"","
image_figures_202.png,"""Tibetan Mastiff"","
image_figures_203.png,"""mobile home"","
image_figures_204.png,"""planetarium"","
image_figures_205.png,"""restaurant"","
image_figures_206.png,"""race car"","
image_figures_207.png,"""restaurant"","
image_figures_208.png,"""suspension bridge"","
image_figures_209.png,"""sawmill"","
image_figures_210.png,"""restaurant"","
image_figures_211.png,"""cliff"","
image_figures_212.png,"""megalith"","
image_figures_213.png,"""garbage truck"","
image_figures_214.png,"""harvester"","
