Saliency Map Path,Label
image_figures_0.png,"""tractor"","
image_figures_1.png,"""mobile home"","
image_figures_2.png,"""horse-drawn vehicle"","
image_figures_3.png,"""yurt"","
image_figures_4.png,"""threshing machine"","
image_figures_5.png,"""split-rail fence"","
image_figures_6.png,"""maypole"","
image_figures_7.png,"""stone wall"","
image_figures_8.png,"""traffic sign"","
image_figures_9.png,"""shoal"","
image_figures_10.png,"""garbage truck"","
image_figures_11.png,"""shoal"","
image_figures_12.png,"""balloon"","
image_figures_13.png,"""boathouse"","
image_figures_14.png,"""pole"","
image_figures_15.png,"""cliff"","
image_figures_16.png,"""geyser"","
image_figures_17.png,"""geyser"","
image_figures_18.png,"""sawmill"","
image_figures_19.png,"""shoal"","
image_figures_20.png,"""split-rail fence"","
image_figures_21.png,"""freight car"","
image_figures_22.png,"""forklift"","
image_figures_23.png,"""stupa"","
image_figures_24.png,"""split-rail fence"","
image_figures_25.png,"""shoal"","
image_figures_26.png,"""cliff"","
image_figures_27.png,"""warthog"","
image_figures_28.png,"""mountain bike"","
image_figures_29.png,"""sawmill"","
image_figures_30.png,"""shoal"","
image_figures_31.png,"""alp"","
image_figures_32.png,"""pole"","
image_figures_33.png,"""umbrella"","
image_figures_34.png,"""alp"","
image_figures_35.png,"""horizontal bar"","
image_figures_36.png,"""valley"","
image_figures_37.png,"""swing"","
image_figures_38.png,"""cliff"","
image_figures_39.png,"""shoal"","
image_figures_40.png,"""cliff"","
image_figures_41.png,"""valley"","
image_figures_42.png,"""alp"","
image_figures_43.png,"""swing"","
image_figures_44.png,"""cliff"","
image_figures_45.png,"""stupa"","
image_figures_46.png,"""yurt"","
image_figures_47.png,"""shoal"","
image_figures_48.png,"""bullock cart"","
image_figures_49.png,"""cliff"","
image_figures_50.png,"""mountain bike"","
image_figures_51.png,"""nail"","
image_figures_52.png,"""chain-link fence"","
image_figures_53.png,"""stretcher"","
image_figures_54.png,"""geyser"","
image_figures_55.png,"""dam"","
image_figures_56.png,"""cliff dwelling"","
image_figures_57.png,"""lakeshore"","
image_figures_58.png,"""pole"","
image_figures_59.png,"""hay"","
image_figures_60.png,"""breakwater"","
image_figures_61.png,"""crane (machine)"","
image_figures_62.png,"""mountain bike"","
image_figures_63.png,"""shoal"","
image_figures_64.png,"""split-rail fence"","
image_figures_65.png,"""suspension bridge"","
image_figures_66.png,"""pier"","
image_figures_67.png,"""alp"","
image_figures_68.png,"""seashore"","
image_figures_69.png,"""taxicab"","
image_figures_70.png,"""pole"","
image_figures_71.png,"""alp"","
image_figures_72.png,"""cliff"","
image_figures_73.png,"""mobile home"","
image_figures_74.png,"""threshing machine"","
image_figures_75.png,"""park bench"","
image_figures_76.png,"""sunscreen"","
image_figures_77.png,"""garbage truck"","
image_figures_78.png,"""mountain bike"","
image_figures_79.png,"""shoal"","
image_figures_80.png,"""split-rail fence"","
image_figures_81.png,"""steam locomotive"","
image_figures_82.png,"""tractor"","
image_figures_83.png,"""patio"","
image_figures_84.png,"""wheelbarrow"","
image_figures_85.png,"""pole"","
image_figures_86.png,"""breakwater"","
image_figures_87.png,"""monastery"","
image_figures_88.png,"""mountain bike"","
image_figures_89.png,"""missile"","
image_figures_90.png,"""alp"","
image_figures_91.png,"""parachute"","
image_figures_92.png,"""chain-link fence"","
image_figures_93.png,"""water tower"","
image_figures_94.png,"""rain barrel"","
image_figures_95.png,"""alp"","
image_figures_96.png,"""alp"","
image_figures_97.png,"""mountain bike"","
image_figures_98.png,"""feather boa"","
image_figures_99.png,"""baseball player"","
image_figures_100.png,"""mobile home"","
image_figures_101.png,"""breastplate"","
image_figures_102.png,"""canoe"","
image_figures_103.png,"""maypole"","
image_figures_104.png,"""maypole"","
image_figures_105.png,"""gondola"","
image_figures_106.png,"""bullock cart"","
image_figures_107.png,"""cello"","
image_figures_108.png,"""square academic cap"","
image_figures_109.png,"""shoe store"","
image_figures_110.png,"""lakeshore"","
image_figures_111.png,"""restaurant"","
image_figures_112.png,"""swimming cap"","
image_figures_113.png,"""movie theater"","
image_figures_114.png,"""moving van"","
image_figures_115.png,"""library"","
image_figures_116.png,"""apiary"","
image_figures_117.png,"""wheelbarrow"","
image_figures_118.png,"""minivan"","
image_figures_119.png,"""turnstile"","
image_figures_120.png,"""lakeshore"","
image_figures_121.png,"""sawmill"","
image_figures_122.png,"""maze"","
image_figures_123.png,"""valley"","
image_figures_124.png,"""balloon"","
image_figures_125.png,"""volleyball"","
image_figures_126.png,"""maze"","
image_figures_127.png,"""maze"","
image_figures_128.png,"""cliff"","
image_figures_129.png,"""umbrella"","
image_figures_130.png,"""garfish"","
image_figures_131.png,"""pickup truck"","
image_figures_132.png,"""pulled rickshaw"","
image_figures_133.png,"""horizontal bar"","
image_figures_134.png,"""solar thermal collector"","
image_figures_135.png,"""shopping cart"","
image_figures_136.png,"""Saluki"","
image_figures_137.png,"""maze"","
image_figures_138.png,"""automated teller machine"","
image_figures_139.png,"""mountain bike"","
image_figures_140.png,"""syringe"","
image_figures_141.png,"""jigsaw puzzle"","
image_figures_142.png,"""traffic sign"","
image_figures_143.png,"""carousel"","
image_figures_144.png,"""bulletproof vest"","
image_figures_145.png,"""laptop computer"","
image_figures_146.png,"""maypole"","
image_figures_147.png,"""accordion"","
image_figures_148.png,"""military uniform"","
image_figures_149.png,"""mountain bike"","
image_figures_150.png,"""chainsaw"","
image_figures_151.png,"""volleyball"","
image_figures_152.png,"""school bus"","
image_figures_153.png,"""moped"","
image_figures_154.png,"""moving van"","
image_figures_155.png,"""mailbox"","
image_figures_156.png,"""mountain bike"","
image_figures_157.png,"""restaurant"","
image_figures_158.png,"""swing"","
image_figures_159.png,"""toaster"","
image_figures_160.png,"""restaurant"","
image_figures_161.png,"""sawmill"","
image_figures_162.png,"""laptop computer"","
image_figures_163.png,"""restaurant"","
image_figures_164.png,"""turnstile"","
image_figures_165.png,"""moving van"","
image_figures_166.png,"""golf cart"","
image_figures_167.png,"""apiary"","
image_figures_168.png,"""restaurant"","
image_figures_169.png,"""fire engine"","
image_figures_170.png,"""maze"","
image_figures_171.png,"""shipwreck"","
image_figures_172.png,"""parachute"","
image_figures_173.png,"""restaurant"","
image_figures_174.png,"""billiard table"","
image_figures_175.png,"""geyser"","
image_figures_176.png,"""mountain bike"","
image_figures_177.png,"""traffic sign"","
image_figures_178.png,"""traffic sign"","
image_figures_179.png,"""restaurant"","
image_figures_180.png,"""minivan"","
image_figures_181.png,"""library"","
image_figures_182.png,"""birdhouse"","
image_figures_183.png,"""hand plane"","
image_figures_184.png,"""couch"","
image_figures_185.png,"""crane (machine)"","
image_figures_186.png,"""mountain bike"","
image_figures_187.png,"""restaurant"","
image_figures_188.png,"""laptop computer"","
image_figures_189.png,"""volleyball"","
image_figures_190.png,"""seashore"","
image_figures_191.png,"""shoal"","
image_figures_192.png,"""restaurant"","
image_figures_193.png,"""library"","
image_figures_194.png,"""couch"","
image_figures_195.png,"""knee pad"","
image_figures_196.png,"""minivan"","
image_figures_197.png,"""bookstore"","
image_figures_198.png,"""stage"","
image_figures_199.png,"""stretcher"","
image_figures_200.png,"""mobile home"","
image_figures_201.png,"""turnstile"","
image_figures_202.png,"""butcher shop"","
image_figures_203.png,"""mobile home"","
image_figures_204.png,"""punching bag"","
image_figures_205.png,"""library"","
image_figures_206.png,"""race car"","
image_figures_207.png,"""movie theater"","
image_figures_208.png,"""suspension bridge"","
image_figures_209.png,"""valley"","
image_figures_210.png,"""stage"","
image_figures_211.png,"""cliff"","
image_figures_212.png,"""ostrich"","
image_figures_213.png,"""garbage truck"","
